symbol,sector,fullTimeEmployees,trailingAnnualDividendYield,payoutRatio,averageDailyVolume10Day,trailingAnnualDividendRate,averageVolume10days,dividendRate,beta,priceHint,trailingPE,regularMarketVolume,marketCap,averageVolume,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,enterpriseToRevenue,profitMargins,enterpriseToEbitda,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,priceToBook,heldPercentInsiders,shortRatio,enterpriseValue,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,increment
CNYA,0,0,0.0,0.0,215783,0.0,215783,0.0,0.0,2,0.0,52598,0,153860,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.14517442757074106
CO,Healthcare,1260,0.016630195,0.0,332350,0.076,332350,0.0,0.369447,4,15.631398,59174,556703552,278716,0,7.8965516,0.0,0.0,0.0,0.41265,0.0,0.58,4.094,0.0017,0.17321,0,0.293,0.08,1.1187103,0.71426004,0.74,555488384,-0.196,0.0,0.0058999998,0.04566205571678748
COCP,Healthcare,11,0.0,0.0,1078483,0.0,1078483,0.0,0.909534,4,0.0,1347265,113129776,3060108,59.354553,-9.705882,0.0,0.0,40.505,0.0,-7.877,-0.17,0.732,0.0323,0.23758,-56000000,-1.209,0.0,2.2540984,0.29042,0.79,77202352,0.0,0.0,0.0416,-0.14507770932611358
CODA,Industrials,110,0.0,0.0,43250,0.0,43250,0.0,1.629469,2,27.999998,26510,90315952,51133,4.5059276,13.125,0.0,0.0,3.79,0.16680999,21.04,0.64,3.199,0.025999999,0.15869,3343585,0.3,0.0,2.6258206,0.58215,2.96,75964192,4.228,0.0,0.076799996,0.013268957440701647
CODI,Industrials,4362,0.060000002,0.0,171650,1.44,171650,1.44,1.769772,2,0.0,117463,1562791936,197966,1.0013038,11.252336,8.29,0.060399998,1.869,0.0146,13.865,2.14,12.267,0.003,0.32692,-21734000,-0.343,0.36,1.96299,0.15534,1.15,2917809920,1.197,1.56,0.0036000002,0.020771503516264694
CODX,Healthcare,39,0.0,0.0,1131766,0.0,1131766,0.0,-1.823505,2,12.228165,762327,387853440,1603720,8.162565,8.315152,0.0,0.0,7.719,0.58792996,15.193,1.65,1.874,0.1399,0.33013,27936342,1.122,0.0,7.3212385,0.065170005,1.99,366792288,0.0,0.0,0.1399,-0.19483570834044112
COE,Consumer Defensive,0,0.0,0.0,26450,0.0,26450,0.0,-0.780551,2,0.0,21795,463042048,34020,0,16.02222,0.0,0.0,0.0,0.07154,0.0,1.35,-6.236,0.0011,0.94798,0,-3.286,0.0,0.0,0.041789997,0.83,475699616,0.0,0.0,0.0,-0.11170436049656235
COF,Financial Services,51985,0.007544323,0.1927,2712233,1.0,2712233,1.6,1.72806,2,25.58364,3208127,60894826496,3370740,3.3350582,9.59479,1.87,0.0121,3.612,0.14864,0.0,13.82,120.611,0.0107,0.92272,2377999872,5.183,0.0,1.0994023,0.0088599995,1.27,65948831744,1.182,2.15,0.0108,0.1128470438059096
COFS,Financial Services,0,0.027609427,0.3961,9916,0.82,9916,0.88,0.54117,2,13.951691,8565,225122480,10471,3.2267296,0.0,2.79,0.0296,2.331,0.22378,0.0,0.0,29.382,0.009,0.16118,15613000,2.07,0.0,0.9829147,0.071329996,7.9,162652720,0.354,0.0,0.0095999995,0.12074636992948332
COG,Energy,503,0.021276597,0.8,5845400,0.4,5845400,0.4,0.222101,2,37.92,4838591,7573002752,5766033,5.389194,12.311688,1.16,0.021300001,6.075,0.1427,12.427,1.54,5.555,0.039100002,1.00746,200528992,0.5,0.0,3.4131413,0.02011,2.52,8536521216,-0.107,0.26,0.0452,0.021551704204748126
COGT,Healthcare,0,0.0,0.0,503050,0.0,503050,0.0,0.0,2,0.0,316593,259915152,458413,0,92.55555,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.069699995,0.19473,0,0.0,0.0,0.0,0.04467,4.27,107271832,0.0,0.0,0.0808,-0.08461543137202708
COHN,Financial Services,87,0.0,0.0,38450,0.0,38450,0.0,0.815276,2,3.58429,9492,36507904,112083,0.30291736,0.0,0.0,0.0,-1.138,0.117860004,0.0,0.0,42.236,0.0034,0.04855,14205000,7.664,0.0,0.650393,0.61557996,0.39,-137152320,18.058,0.0,0.0073,0.5261110729641385
COHR,Technology,4875,0.0,0.0,539083,0.0,539083,0.0,1.649512,2,0.0,201384,6048119296,490373,4.9001155,27.795507,0.0,0.0,4.905,-0.34011,63.101,8.9,38.936,0.040799998,0.94085,-419788000,-17.362,0.0,6.353503,0.01585,2.03,6053841408,-0.975,4.4,0.0458,-0.026062972902312992
COHU,Technology,3150,0.0014248396,0.0,1339033,0.06,1339033,0.0,1.822318,2,0.0,886176,2093907328,711948,3.292271,12.777778,1.34,0.0,3.08,-0.0217,26.399,3.42,12.142,0.0292,0.91936994,-13843000,-0.33,0.0,3.5990777,0.025510002,2.34,1959176832,0.0,0.29,0.0353,-0.06162763475825697
COKE,Consumer Defensive,14000,0.003387993,0.0546,29200,1.0,29200,1.0,1.013001,2,16.537706,28633,2836853760,26591,0.56653714,13.14683,0.49,0.0034,0.772,0.03445,7.958,23.02,54.727,0.0137,0.49108002,172492992,18.3,0.0,5.5299945,0.34759,5.15,3867943168,0.0,0.0,0.0276,0.1425551535395459
COLB,Financial Services,2091,0.022200199,0.5161,379950,1.12,379950,1.12,0.945287,2,22.45962,294641,3486387712,372305,6.616654,22.022623,2.71,0.0222,5.919,0.29273,0.0,2.21,33.19,0.0315,0.93239,153532000,2.167,0.0,1.4664055,0.00567,6.92,3118845184,0.264,2.3,0.0428,0.0956776266364468
COLD,Real Estate,16300,0.023549201,7.6364,1723666,0.84,1723666,0.88,0.111839,2,337.54547,5568197,9370349568,1582070,4.7141027,52.295776,0.0,0.024300002,5.847,0.01234,28.578,0.71,15.059,0.0366,1.08594,24540000,0.11,0.0,2.4656353,0.0029699998,5.99,11623154688,0.0,5.45,0.041199997,0.009516103872612754
COLIU,Financial Services,0,0.0,0.0,809166,0.0,809166,0.0,0.0,2,0.0,153282,0,1717123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33816,0.0,0.0,0.0,0.0,0.0,71156248,0.0,0.0,0.0,-0.00193428021939305
COLL,Healthcare,234,0.0,0.0,357316,0.0,357316,0.0,1.030877,2,32.789474,356938,866126976,616215,2.7938137,10.649573,0.0,0.0,3.15,0.086289994,8.292,2.34,5.375,0.1305,1.12094,26752000,0.76,0.0,4.636279,0.00966,4.49,976668544,0.0,28.4,0.1518,-0.008356509808424926
COLM,Consumer Cyclical,7275,0.004767353,0.16049999,348683,0.5,348683,1.04,0.846695,2,66.01852,380780,7099993088,332860,2.838233,22.327766,1.02,0.0099,2.634,0.04318,26.704,4.79,27.664,0.014099999,0.42442,108013000,1.62,0.0,3.8660352,0.47842,2.27,6589272576,-0.16,3.07,0.0323,0.03707131472055118
COM,0,0,0.0,0.0,35300,0.0,35300,0.0,0.0,2,0.0,38390,0,39395,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01977593720376957
COMB,0,0,0.0,0.0,70566,0.0,70566,0.0,0.0,2,0.0,829773,0,81198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.010188096560270197
COMM,Technology,30000,0.0,0.0,2955433,0.0,2955433,0.0,1.842903,2,0.0,2639141,3376002560,2338721,0.4001947,7.6063347,0.0,0.0,1.614,-0.06797,12.473,2.21,1.774,0.028299998,0.96734,-629500032,-3.2,0.0,9.47576,0.02283,2.14,13611830272,0.0,0.31,0.0325,0.22880110313903845
COMS,Communication Services,80,0.0,0.0,1438983,0.0,1438983,0.0,0.0,4,0.0,897185,212849328,2018824,24.608196,0.0,0.0,0.0,25.307,0.0,-11.046,0.0,0.0,0.0052,0.0,-41963696,0.0,0.0,0.0,0.0,0.08,218895776,0.0,0.0,0.0087,-0.3170212407628015
COMT,0,0,0.0,0.0,130216,0.0,130216,0.0,0.0,2,0.0,173412,0,249958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05650858832974639
CONE,Real Estate,441,0.03066181,5.7714,920666,2.02,920666,2.04,0.469122,2,193.4384,1124353,8132322304,837031,7.86872,204.57576,2.95,0.031,11.041,0.04006,22.627,0.33,21.24,0.0504,1.05099,40900000,0.349,0.0,3.178437,0.0070499997,8.04,11410950144,0.0,1.96,0.0678,-0.010552560241519581
CONN,Consumer Cyclical,4200,0.0,0.0,255400,0.0,255400,0.0,2.363488,2,0.0,261682,491489856,301110,0.34340575,13.251968,0.0,0.0,1.101,-0.01622,108.834,1.27,18.123,0.0642,0.55147,-23211000,-0.802,0.0,0.92865425,0.32,5.65,1575375616,-0.353,-0.94,0.12979999,0.15352979764848362
CONX,Financial Services,0,0.0,0.0,475433,0.0,475433,0.0,0.0,2,0.0,348557,978279424,692689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0,0.0,0.0,0.0,0.00013,0.18,947129024,0.0,0.0,0.0,-0.07488581818333837
CONXU,Financial Services,0,0.0,0.0,22200,0.0,22200,0.0,0.0,2,0.0,42849,0,158813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232,0,0.0,0.0,0.0,0.0,0.01,992133824,0.0,0.0,0.0,-0.09185445607631444
COO,Healthcare,12000,0.00015940912,0.0013,385566,0.06,385566,0.06,0.836944,2,8.528271,301526,19022950400,265720,7.7165947,26.802631,0.02,0.0002,8.311,0.91230005,28.779,14.44,121.99,0.0168,0.99581003,2248999936,45.382,0.0,3.1726372,0.0057200002,3.32,20487571456,22.217,2.95,0.0217,-0.0038094539371610163
COOL,Financial Services,0,0.0,0.0,190250,0.0,190250,0.0,0.0,2,0.0,26067,494000000,418675,0,-5.9518075,0.0,0.0,0.0,0.0,0.0,-1.66,0.0,0.0002,0.0,0,0.0,0.0,0.0,0.0,0.03,0,0.0,-0.4,0.0,-0.03137251968706392
COOLU,Financial Services,0,0.0,0.0,70116,0.0,70116,0.0,0.0,2,0.0,34341,0,354368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0,0.0,0.0,0.0,-0.042750932003909003
COOP,Financial Services,9800,0.0,0.0,899216,0.0,899216,0.0,1.611592,2,11.540625,1714662,3303636224,889756,1.2087948,7.1431336,0.0,0.0,7.905,0.1116,20.595,5.17,27.98,0.0467,0.90984,302000000,3.2,0.0,1.3198714,0.01821,4.83,21603764224,-0.587,0.21,0.048,0.22042300151497435
COP,Energy,9700,0.028552122,0.0,11376083,1.69,11376083,1.72,1.843986,2,0.0,9826210,78791098368,10864065,4.1002865,23.451612,2.74,0.0291,4.605,-0.14056,18.585,2.48,27.947,0.0119,0.75964,-2700999936,-2.51,0.0,2.081082,0.0004,1.56,88484749312,0.0,-2.62,0.0119,0.20115658915314977
COPX,0,0,0.0,0.0,642366,0.0,642366,0.0,0.0,2,0.0,408648,0,532546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.03660393037935099
COR,Real Estate,481,0.04200309,2.5077,423216,4.89,423216,4.92,0.291982,2,60.379486,203336,5035457024,352396,8.298052,56.06667,3.5,0.0423,11.382,0.13069001,22.386,2.1,1.487,0.0221,0.95318,79309000,1.95,0.0,79.17956,0.01006,2.51,6906777088,0.024,135.04,0.028800001,-0.030866738545875936
CORE,Consumer Defensive,7534,0.0122868605,0.3525,217066,0.49,217066,0.52,0.372156,2,28.661871,148642,1799277952,230730,0.1321337,16.32787,1.32,0.012999999,0.175,0.00464,14.766,2.44,14.067,0.015,0.94075996,63200000,1.39,0.0,2.8321602,0.020550001,2.46,2381784576,0.173,4.51,0.0212,0.28730932844761875
CORN,0,0,0.0,0.0,237783,0.0,237783,0.0,0.0,2,0.0,193687,0,342615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01118966661836514
CORP,0,0,0.0,0.0,30150,0.0,30150,0.0,0.0,2,0.0,17852,0,51598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.023962652017979032
CORR,Real Estate,31,0.024242425,0.0,337783,0.2,337783,0.2,1.244853,2,0.0,389378,116583808,464440,2.8130517,9.182796,10.8,0.0242,6.112,0.0,10.97,0.93,1.768,0.0398,0.51227003,-315257376,-23.095,0.0,4.8303165,0.00437,0.88,253306624,0.0,15.88,0.044499997,0.06749999523162842
CORT,Healthcare,236,0.0,0.0,563600,0.0,563600,0.0,0.865113,2,30.341177,394533,3025476608,631891,8.549587,24.561907,0.0,0.0,7.278,0.29957,20.008,1.05,4.483,0.092,0.77641,106011000,0.85,0.0,5.7528443,0.097629994,16.48,2575609088,-0.115,-0.68,0.119799994,-0.04268743859438462
COST,Consumer Defensive,156000,0.008455638,0.2863,5069500,2.8,5069500,2.8,0.637053,2,33.797935,3244291,146261917696,2872618,0.8188165,30.183563,0.97,0.0085,0.829,0.024319999,18.112,10.95,35.359,0.0095,0.70038,4344000000,9.779,0.0,9.347266,0.00221,1.72,148031635456,0.021,4.19,0.0095,-0.0683822758387603
COTY,Consumer Defensive,18260,0.01393534,0.0,11041100,0.125,11041100,0.0,2.368364,2,0.0,9791632,7184878592,13594316,1.7260555,29.28125,4.28,0.0,3.208,-0.25676,85.314,0.32,4.017,0.0221,0.45631,-951100032,-1.473,0.0,2.3325863,0.62314,0.92,13351655424,0.0,-11.69,0.0363,0.21846551571364448
COUP,Technology,1693,0.0,0.0,1820166,0.0,1820166,0.0,1.551893,2,0.0,1717423,20336367616,1280233,41.540855,782.6667,0.0,0.0,41.235,-0.29166,-369.393,0.36,5.922,0.1014,1.02034,-142783008,-2.147,0.0,47.57852,0.00629,6.34,20186607616,0.0,28.74,0.113199994,-0.2377448365983717
COVAU,Financial Services,0,0.0,0.0,295216,0.0,295216,0.0,0.0,2,0.0,128875,0,630376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107124,0.0,0.0,0.0,0.0,0.0,63500000,0.0,0.0,0.0,-0.05990788473286133
COW,0,0,0.0,0.0,26300,0.0,26300,0.0,0.0,2,0.0,34640,0,22868,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01279135488107044
COWN,Financial Services,1364,0.0060759494,0.028199999,970833,0.24,970833,0.32,1.470747,2,5.4605637,536334,1034116096,599045,0.7219127,5.190094,0.0,0.0081,-0.24,0.15104,0.0,7.47,32.34,0.1863,1.0245,209571008,7.1,0.0,1.198825,0.05588,7.96,-344077984,16.646,0.37,0.19520001,0.07197939350445222
COWZ,0,0,0.0,0.0,119533,0.0,119533,0.0,0.0,2,0.0,58276,0,59401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09130314131174531
CP,Industrials,11890,0.0048867445,0.1981,284866,1.823,284866,2.98,0.714565,2,29.892437,263473,49400348672,275881,0,20.643015,0.92,0.008,0.0,0.31699,0.0,18.04,37.576,0.0074,0.78505,0,12.458,0.0,9.910581,0.00018999999,3.46,49726533632,0.208,3.3,0.0074,0.012589403760839167
CPA,Industrials,0,0.008735532,0.0,604333,0.8,604333,0.0,1.72481,2,0.0,377829,3838608896,519436,4.792253,17.838583,3.13,0.0,5.497,-0.74732,106.095,5.08,30.35,0.0952,1.11825,-598606016,-14.082,0.0,2.985832,0.0,7.19,4403144192,0.0,-9.94,0.1288,0.0747154064819633
CPAC,Basic Materials,0,0.0,1.6702,3700,0.0,3700,0.32,0.57314,2,0.0,1735,685819200,4288,0,16.18,0.0,0.0397,0.0,0.044660002,0.0,0.5,0.0,0.0,0.06442,0,0.0,0.0,0.0,0.0,0.38,686683392,0.611,1.14,0.0,-0.0253012088338735
CPB,Consumer Defensive,14500,0.029608006,0.53580004,3117083,1.42,3117083,1.48,0.570964,2,17.908201,1770355,14423227392,2366306,1.6088374,15.555555,2.94,0.0309,2.214,0.090129994,11.472,3.06,9.644,0.0636,0.53758997,806000000,2.658,0.0,4.935711,0.35543,8.01,19847327744,-0.797,1.74,0.098500006,0.027633825296417298
CPE,Energy,303,0.0,0.0,3195400,0.0,3195400,0.0,3.495124,2,0.0,1917171,1936609152,3269893,1.8744758,5.4422827,0.0,0.0,4.668,-2.45233,8.436,7.71,17.883,0.13520001,0.41785,-2533620992,-63.79,0.0,2.3463626,0.02779,1.97,4822839296,0.0,-0.07,0.17940001,0.8379325109371782
CPER,0,0,0.0,0.0,314433,0.0,314433,0.0,0.0,2,0.0,152388,0,223268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.017921100941961303
CPF,Financial Services,764,0.03412463,0.69699997,158783,0.92,158783,0.92,1.318526,2,19.96212,152994,743531136,211063,3.6588938,16.165644,3.17,0.0341,4.484,0.18341999,0.0,1.63,19.397,0.011,0.90676004,37273000,1.32,0.23,1.3584576,0.03483,1.48,911229824,-0.143,1.6,0.0155,0.22801124775642212
CPG,Energy,735,0.059170306,0.0,6966833,0.271,6966833,0.01,3.472893,4,0.0,4967562,2384270336,4632201,0,28.312502,3.66,0.0017,0.0,-1.69348,0.0,0.16,12.167,0.024,0.35743,0,-0.391,0.0,0.3723186,0.0007,2.36,2429069568,0.0,0.0,0.0,0.24505280148377293
CPHC,Consumer Cyclical,281,0.0050359713,0.2188,3450,0.07,3450,0.0,0.507042,2,44.113922,3241,65780348,2340,1.6603162,0.0,0.0,0.0,1.644,0.03727,24.442,0.0,10.795,0.0002,0.27989,1476478,0.316,0.0,1.2913386,0.45598,0.54,65135024,0.607,0.0,0.0004,0.05207544002892836
CPHI,Healthcare,228,0.0,0.0,403650,0.0,403650,0.0,0.252979,4,0.0,789270,45123804,1899453,4.1082306,0.0,0.0,0.0,4.134,-1.8575599,-92.338,0.0,0.18,0.0044,0.02984,-20402996,-0.468,0.0,5.5,0.4966,0.08,45410060,0.0,0.0,0.0076,-0.10810811101069608
CPI,0,0,0.0,0.0,1183,0.0,1183,0.0,0.0,2,0.0,1975,0,2785,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0036670472970695097
CPIX,Healthcare,0,0.0,0.0,74966,0.0,74966,0.0,0.28169,4,0.0,52912,48562416,71110,1.2970337,0.0,0.0,0.0,1.161,-0.08919,-26.617,0.0,3.135,0.0069,0.27062,-6546283,-0.22,0.0,1.0334928,0.4319,1.0,43465988,0.0,0.0,0.0113,-0.060869575433184095
CPK,Utilities,947,0.014533659,0.4097,67516,1.725,67516,1.76,0.342903,2,28.183523,51264,2098344576,77441,4.2981424,24.558283,1.73,0.0148,5.694,0.14645,15.435,4.89,39.92,0.0211,0.77481,70642000,4.261,0.0,3.0082667,0.029460002,5.66,2779788032,-0.009,4.77,0.0251,0.1758673873473301
CPLG,Real Estate,32,0.020964362,0.0,189100,0.2,189100,0.8,2.01489,2,0.0,282054,568408832,181840,1.3829899,-5.157895,0.0,0.2548,3.059,-0.43308997,-104.777,-1.9,14.741,0.0167,0.84292,-178000000,-3.145,0.0,0.66481245,0.02649,4.5,1257328896,0.0,0.2,0.0249,0.19221409639651502
CPLP,Industrials,0,0.063913465,0.5625,115950,0.65,115950,0.65,1.004333,2,6.501831,185021,198336000,112586,1.4079864,5.4336734,14.03,0.0639,3.635,0.21160999,5.103,1.96,23.198,0.0038,0.1688,29809000,1.638,0.0,0.45909128,0.18101,0.63,512024192,0.281,0.35,0.0046,0.0492610855952328
CPRI,Consumer Cyclical,10834,0.0,0.0,2454550,0.0,2454550,0.0,2.458288,2,0.0,1802137,8555131904,3192820,2.1097736,15.646409,0.0,0.0,2.841,-0.10604,21.1,3.62,15.636,0.0337,0.88755,-430000000,-2.866,0.0,3.6224098,0.028670002,1.88,11520448512,-0.148,7.41,0.045100003,0.2342558322723559
CPRT,Industrials,7600,0.0,0.0,986033,0.0,986033,0.0,1.017876,2,37.560146,585106,26193375232,1209960,11.4582205,30.960894,0.0,0.0,11.32,0.30916,25.581,3.58,12.452,0.0069999998,0.82803,706745024,2.951,0.0,8.9013815,0.11745,1.29,25878460416,0.147,1.64,0.0089,-0.053216053413973216
CPRX,Healthcare,76,0.0,0.0,1349083,0.0,1349083,0.0,1.347237,4,5.880597,1548853,408373120,1816335,3.455505,10.944444,0.0,0.0,2.337,0.6048,6.771,0.36,1.511,0.081,0.69575995,71475584,0.67,0.0,2.6075447,0.06983,4.4,276197440,2.18,0.0,0.0872,-0.09216591735115869
CPS,Consumer Cyclical,21900,0.0,0.0,140516,0.0,140516,0.0,3.299024,2,0.0,113297,773887168,149823,0.325787,27.757576,0.0,0.0,0.636,-0.11265001,47.76,1.65,35.93,0.0336,0.99196,-267604992,-15.822,0.0,1.2747008,0.01682,3.37,1510472704,0.0,9.74,0.040999997,0.32408207675691403
CPSH,Technology,0,0.0,0.0,859816,0.0,859816,0.0,1.595341,2,234.77611,561176,209149216,2774080,10.02027,0.0,0.0,0.0,10.403,0.043070003,152.515,0.0,0.477,0.024500001,0.06066,899061,0.067,0.0,32.97694,0.38734,0.07,217140240,0.0,0.0,0.0399,-0.30490498782221487
CPSI,Healthcare,2000,0.008976662,0.3061,63950,0.3,63950,0.0,0.710725,2,33.65306,52860,477026016,92356,1.8035828,11.695036,3.03,0.0,2.068,0.05386,15.963,2.82,14.234,0.0221,0.88891,13817000,0.98,0.1,2.3169875,0.04092,2.68,546964032,-0.722,1.03,0.0301,0.11231028554971428
CPSR,Financial Services,0,0.0,0.0,314483,0.0,314483,0.0,0.0,2,0.0,3515,341205024,137153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.41851002,0,0.0,0.0,0.0,0.0,0.98,342134048,0.0,0.0,0.0,-0.06698113326374511
CPSS,Financial Services,787,0.0,0.0,25766,0.0,25766,0.0,2.56663,4,4.6888885,17880,96061544,29978,0.52100044,8.791666,0.0,0.0,11.206,0.11757,0.0,0.48,5.865,0.0056,0.49773997,21677000,0.9,0.0,0.7195226,0.21090999,4.01,2066128000,141.931,0.31,0.0097,-0.029885084434708442
CPST,Industrials,100,0.0,0.0,227900,0.0,227900,0.0,2.804442,2,0.0,194786,120658376,499993,1.9672347,-13.614285,0.0,0.0,2.433,-0.33554,-15.827,-0.7,0.204,0.024400001,0.114429995,-20607000,-1.953,0.0,46.715687,0.03822,0.5,149232352,0.0,-0.39,0.0247,0.011677245837191395
CPT,Real Estate,1700,0.031141544,2.6773999,732000,3.32,732000,3.32,0.754604,2,88.94355,752079,10760211456,686535,10.097436,71.61688,3.35,0.0311,12.417,0.116280004,22.266,1.54,34.564,0.015800001,0.97452,123650000,1.24,0.83,3.1908925,0.01966,2.0,13232048128,-0.693,20.96,0.023,0.04908212495878871
CPTA,Financial Services,0,0.0952986,0.0,35966,1.5,35966,0.0,1.883531,2,0.0,22527,42726464,21070,1.6156116,21.888887,16.83,0.0,7.798,-1.34035,0.0,0.72,40.186,0.0056,0.14755,-35447000,-13.084,0.0,0.3921764,0.06239,0.92,206222208,0.0,1.19,0.006,-0.04136254763295606
CPZ,,0,0.0,0.0,82866,0.0,82866,1.56,0.0,2,0.0,104958,0,109713,0,0.0,0.0,0.0801,0.0,0.0,0.0,0.0,0.0,0.0,0.24500999,0,0.0,0.0,0.0,0.00114,0.06,0,0.0,0.0,0.0,0.07889041830443128
CQP,Energy,0,0.059760034,1.1056,174616,2.59,174616,2.62,1.076381,2,19.922798,112649,21233999872,206356,3.443165,15.556738,6.03,0.060500003,6.043,0.19183001,13.901,2.82,1.475,0.003,0.46637002,1066000000,2.202,0.0,29.742373,0.49568,9.25,37269475328,-0.087,1.84,0.038,0.0739290225353833
CQQQ,0,0,0.0,0.0,392300,0.0,392300,0.0,0.0,2,0.0,269876,0,304273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.17921687969103825
CR,Industrials,11000,0.018393755,0.5584,254950,1.72,254950,1.72,1.708017,2,30.866884,222940,5529708544,301583,1.8828385,15.408427,1.99,0.0184,2.107,0.06163,13.783,6.17,26.302,0.0107,0.68455005,181000000,3.08,0.0,3.614554,0.15242,2.06,6188667904,0.0,-5.53,0.0109,0.12770264595772346
CRAI,Industrials,831,0.013402935,0.3094,67433,0.95,67433,1.04,1.440411,2,23.654724,36071,555211136,32311,1.0921334,18.200502,0.0,0.0149,1.281,0.048210002,13.347,3.99,27.168,0.011,0.86192,24414000,3.07,0.0,2.6729977,0.04528,3.19,651222912,0.408,1.54,0.0128999995,0.2798731159386236
CRAK,0,0,0.0,0.0,14200,0.0,14200,0.0,0.0,2,0.0,16090,0,10166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.029034188466881012
CRBN,0,0,0.0,0.0,61650,0.0,61650,0.0,0.0,2,0.0,19055,0,22073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.00025502641303307524
CRBP,Healthcare,141,0.0,0.0,6318533,0.0,6318533,0.0,2.000541,4,0.0,9360896,190764448,15775526,32.595123,-3.1095889,0.0,0.0,23.942,0.0,-1.094,-0.73,0.356,0.1616,0.75488,-129238232,-1.784,0.0,6.3764043,0.0173,0.52,140118928,0.0,0.0,0.1981,-0.2226027665699275
CRC,Energy,1100,0.0,0.0,392866,0.0,392866,0.0,0.0,2,0.0,324817,2039666176,268446,1.1200804,-3.6701648,0.0,0.0,1.95,-1.18781,6.049,-6.67,-47.295,0.0094,0.71045,-2024000000,-40.993,0.0,0.0,0.079780005,2.06,3550983936,0.0,0.0,0.0,-0.058461556067833535
CRDF,Healthcare,11,0.0,0.0,833000,0.0,833000,0.0,1.781148,2,0.0,501087,406461536,1958423,1110.5719,0.0,0.0,0.0,742.924,0.0,-14.842,0.0,0.0,0.1446,0.62968,-22597396,0.0,0.0,0.0,0.00244,2.59,271905120,0.0,0.0,0.1447,-0.05998284530323983
CREE,Technology,5130,0.0,0.0,1942366,0.0,1942366,0.0,1.528169,2,0.0,1051436,12926358528,1922891,14.3946085,-287.6154,0.0,0.0,13.459,-0.40868,-264.472,-0.39,16.804,0.0889,1.12543,-224100000,-3.37,0.0,6.675196,0.0049900003,5.12,12086368256,0.0,6.3,0.1001,-0.10877166991114962
CREG,Utilities,16,0.0,0.0,155683,0.0,155683,0.0,1.572047,2,9.87,91189,30848388,510380,-3465.3323,0.0,0.0,0.0,2483.13,0.0,0.0,0.0,27.648,0.007900001,0.03153,2257497,1.0,0.0,0.35698783,0.15653,0.05,-22104826,0.0,0.0,0.0086,-0.14024387812506958
